"","scenario","biome","loc","type","period","month","n","seas_areaW_mean_abs_aqueous","seas_areaW_mean_abs_bicarbonate","seas_areaW_mean_abs_carbonate","seas_areaW_mean_abs_dic","seas_areaW_mean_abs_pCO2","seas_areaW_mean_abs_pH","seas_areaW_mean_abs_tos","seas_sd_abs_aqueous","seas_sd_abs_bicarbonate","seas_sd_abs_carbonate","seas_sd_abs_dic","seas_sd_abs_pCO2","seas_sd_abs_pH","seas_sd_abs_tos","seas_min_abs_aqueous","seas_min_abs_bicarbonate","seas_min_abs_carbonate","seas_min_abs_dic","seas_min_abs_pCO2","seas_min_abs_pH","seas_min_abs_tos","seas_max_abs_aqueous","seas_max_abs_bicarbonate","seas_max_abs_carbonate","seas_max_abs_dic","seas_max_abs_pCO2","seas_max_abs_pH","seas_max_abs_tos","seas_se_abs_aqueous","seas_se_abs_bicarbonate","seas_se_abs_carbonate","seas_se_abs_dic","seas_se_abs_pCO2","seas_se_abs_pH","seas_se_abs_tos","seas_areaW_mean_delta_aqueous","seas_areaW_mean_delta_bicarbonate","seas_areaW_mean_delta_carbonate","seas_areaW_mean_delta_dic","seas_areaW_mean_delta_pCO2","seas_areaW_mean_delta_pH","seas_areaW_mean_delta_tos","seas_sd_delta_aqueous","seas_sd_delta_bicarbonate","seas_sd_delta_carbonate","seas_sd_delta_dic","seas_sd_delta_pCO2","seas_sd_delta_pH","seas_sd_delta_tos","seas_min_delta_aqueous","seas_min_delta_bicarbonate","seas_min_delta_carbonate","seas_min_delta_dic","seas_min_delta_pCO2","seas_min_delta_pH","seas_min_delta_tos","seas_max_delta_aqueous","seas_max_delta_bicarbonate","seas_max_delta_carbonate","seas_max_delta_dic","seas_max_delta_pCO2","seas_max_delta_pH","seas_max_delta_tos","seas_se_delta_aqueous","seas_se_delta_bicarbonate","seas_se_delta_carbonate","seas_se_delta_dic","seas_se_delta_pCO2","seas_se_delta_pH","seas_se_delta_tos","p_s"
"151","ssp245","NP_STPS","NP","STPS","1850s","4",17525,8.32176535891057,1659.64817522562,246.826515549264,1914.79645613379,282.694563975223,8.16292377096395,23.763030847411,0.800920120722076,54.5848105183112,25.2547639915705,51.7364230038671,25.0041406589393,0.0341896951762024,4.20208260503511,6.73197068066821,1409.90366035842,151.190486827664,1618.87116746898,233.157965087891,8.06142374674479,11.488883972168,11.2166124922107,1797.50890483782,280.834207548508,2008.1475355076,383.474510701497,8.24111032485962,30.2125587463379,0.00605006709281229,0.412327967970759,0.190771854282284,0.390811545642426,0.188878671756072,0.000258265392948722,0.0317420939145363,-2.26036300156124,-78.6740700431882,31.1301084420906,-49.8043246026588,-82.2112625882059,0.0895336461004016,-0.674718009591189,0.3695372590877,10.2622876176919,3.91817645727611,7.49433075930946,4.23949545714669,0.00796983045590545,0.355301918713876,-3.8259707142942,-106.428796266364,16.3126112903865,-78.402036259904,-99.6467370605469,0.0506735324859608,-1.52221488952637,-1.40815293933575,-41.6380999841842,43.7661220228441,-26.6264901626078,-58.7250823974609,0.118134002685547,0.583351135253906,0.00279144592941292,0.0775202507795622,0.0295974964727148,0.056611393241902,0.0320247066989478,6.02032683772451e-05,0.00268391365232015,"Historical , 1850s"
"152","ssp245","NP_STPS","NP","STPS","1850s","5",17525,8.36187077614227,1657.98851005918,248.729609391053,1915.07999022637,290.410031272337,8.15272715895578,24.6387945730395,0.791511631767326,53.9583840071253,25.1349110892224,51.1512728934929,22.5311725509779,0.0311535588395318,4.03833379594089,6.79999594030028,1408.89869862491,155.622819693625,1619.44309136469,236.108668518066,8.06312967936198,12.3241024017334,11.3897189813543,1790.06909219555,282.009412503299,2008.50417024561,380.30380452474,8.23465264638265,30.6555671691895,0.00597899634812067,0.407596007412727,0.189866497953091,0.386391382712896,0.170198128485336,0.000235330735590855,0.030505152482106,-2.27856898680561,-79.2706119053882,31.1977000620941,-50.3514808300996,-84.8955508533173,0.0897118113657028,-0.697696571860374,0.377383571943826,10.0330760692688,3.85732215614124,7.3643650745438,5.18946091054015,0.00817962590088055,0.33757556611995,-3.90726866240129,-110.792047592449,16.9474505833007,-80.687467242306,-102.816555786133,0.0563086509704558,-1.52389907836914,-1.45852297257709,-43.92120005172,43.6668101267969,-28.1618049501103,-65.046802775065,0.119483795166014,0.64613151550293,0.00285071615871863,0.075788810638994,0.0291378094262461,0.055629646008624,0.0392006466961884,6.17880412965738e-05,0.00255001063286871,"Historical , 1850s"
"153","ssp245","NP_STPS","NP","STPS","1850s","6",17525,8.40038050292373,1655.03343566111,250.735956998601,1914.16977316263,298.782984541146,8.14163543467166,25.6183358717525,0.827078465110197,55.0739681558609,24.9666081046143,51.8013018313167,17.1089428983628,0.0242507122360416,3.55236269799925,6.78062789053619,1405.69009796414,158.613060139209,1616.78180462258,254.991434224447,8.07495110829671,13.9567394256592,11.5641148893947,1787.29165512173,281.914045229498,2011.38825863771,367.782284545898,8.20663477579753,30.8528327941895,0.00624766449920825,0.416023013768171,0.188595154753619,0.391301633541103,0.129239170978585,0.000183187351997426,0.0268341774726833,-2.29191505713308,-79.5752828038103,31.2268519260547,-50.6403459348886,-87.7290430329559,0.0897475744472711,-0.725448711548843,0.392383093753236,9.81620028249945,3.68934510075789,7.25628356412002,6.50215600679133,0.00793844014369717,0.338231830205284,-3.99185641397446,-110.196289341412,17.7028063979435,-79.4988156396646,-111.571009318034,0.0584133466084804,-1.62891006469727,-1.54025643600958,-48.0982076870744,43.9827574490531,-29.6388930185046,-66.2218119303385,0.124500719706219,1.0758171081543,0.00296402098270684,0.0741505535559054,0.0278689282621594,0.054813209546812,0.0491166085995617,5.99661492313892e-05,0.00255496798335118,"Historical , 1850s"
"154","ssp245","NP_STPS","NP","STPS","1850s","7",17525,8.40201245910221,1651.17114046605,252.610383238217,1912.18353616337,304.428340438419,8.13433489534396,26.3727811094618,0.864698742564247,56.2585343153815,24.4266163297067,53.0031064729402,15.545182942215,0.021090026424525,3.07760308304706,6.74900465699735,1393.93537211405,160.011265391469,1603.91772810244,262.935992940267,8.08016729354858,14.8073749542236,11.6984064723611,1778.27437961656,282.018875648259,2011.75048053724,364.372961425781,8.17173681259155,30.6689147949219,0.00653184415303192,0.424971103041436,0.184516113182267,0.400379940510992,0.117426691298067,0.000159311860891352,0.023247892836921,-2.28428026564883,-79.3266955187027,31.1919062210577,-50.4190695632938,-89.5094975649942,0.0896422692253275,-0.763517242511235,0.388020018284441,9.65856194609622,3.47281195416724,7.31679503305567,7.60406245559947,0.00718454434557037,0.31088246361925,-3.98830791370437,-105.772516769879,19.3982548377267,-75.8481058576008,-120.808316650391,0.061003494262696,-1.58603477478027,-1.62573388303766,-49.9666601193715,41.435079603692,-26.8329562222509,-67.6140055338542,0.123153750101725,0.891019821166992,0.00293106276548361,0.0729597699971418,0.0262332594472592,0.0552703068745896,0.057440295035709,5.42712989689881e-05,0.002348373719441,"Historical , 1850s"
"155","ssp245","NP_STPS","NP","STPS","1850s","8",17525,8.35696060048768,1645.80027711348,254.055748548304,1908.21298626227,306.158471723083,8.13166676966345,26.8292848113157,0.872263068378292,57.6281803854473,23.890348413208,54.7350467209409,15.5575172058697,0.0195080786749032,2.84825098657209,6.70952381843301,1387.59760831405,161.591391121564,1596.4238476217,259.650085449219,8.06580940882365,15.3436336517334,11.6940172010439,1765.84146982947,283.667735047719,2011.55627640633,373.036567179362,8.16549412409464,30.4922180175781,0.00658898428162003,0.435317266663638,0.180465201249109,0.413462836582699,0.117519863039819,0.000147361992515082,0.0215153910110214,-2.26208050622937,-79.0372340091526,31.182492550265,-50.1168219651169,-89.8671634809101,0.0893650787662252,-0.782532977170782,0.369227694844682,9.47439835013952,3.33630828287904,7.35447504088033,7.99234764958508,0.00685158980542744,0.325143347271455,-3.89564264790769,-107.136923599488,20.4216278026026,-75.9234198355628,-127.538217163086,0.0645602862040207,-1.65803146362305,-1.660703344643,-50.9025454942132,41.2635329861514,-25.488470693723,-69.6009735107422,0.121484867731732,0.867002487182617,0.00278910751339447,0.0715686173930755,0.0252021249454012,0.0555549377254057,0.0603733609107936,5.17561950845894e-05,0.00245609894779566,"Historical , 1850s"
"156","ssp245","NP_STPS","NP","STPS","1850s","9",17525,8.2981964164606,1641.77857549094,254.802077240945,1904.87884914834,304.687604237196,8.1329590051222,26.9331904116211,0.857854572559615,59.3336734451146,23.5761965518794,56.8674614808608,14.6448745689166,0.0181349865388428,2.83804297565748,6.60169827015344,1386.51022076173,162.449706916319,1595.94237575168,253.829391479492,8.06557534535726,15.5905714035034,11.5665359268862,1760.98664187041,285.014197489049,2011.26963772434,375.292874145508,8.16593542098999,30.7288017272949,0.00648014400634899,0.4482003834319,0.178092130840219,0.429570875366377,0.110625855706915,0.000136989797669622,0.0214382807607984,-2.24201419725222,-78.6789957243602,31.1891848173859,-49.7318251042265,-89.5900447639379,0.0894872138360752,-0.812030125491133,0.349074318463051,9.31095846982846,3.21044461957154,7.40585238397107,7.5505059858924,0.00652856811271287,0.310513498885487,-3.79548006441857,-106.722889150915,21.0647462448023,-77.0961051522531,-120.261337280273,0.0666064898172998,-1.62569618225098,-1.63358634078337,-52.7157640280438,39.9112355984189,-24.8755970873794,-69.6998555501302,0.120405371983846,0.885332107543945,0.00263687100927762,0.0703340095764662,0.024251363954566,0.0559430368188199,0.0570357350470177,4.93161228941255e-05,0.0023455865983082,"Historical , 1850s"
"157","ssp245","NP_STPS","NP","STPS","2090s","1",17525,15.9122395653842,1846.91239311084,165.914908934386,2028.73954161061,572.044766799941,7.90880182289859,26.2230705010278,1.63705516420382,68.1947221015297,19.8710400051791,69.3987746185918,20.6028455953465,0.018968162847599,3.92843938479776,13.8790878581059,1590.5274447627,93.3967670493689,1740.54648882728,498.24416809082,7.85569523175557,14.0678176879883,22.1645785663996,2015.84340931151,190.078993799189,2173.83020950424,672.757871500651,7.97123508453369,32.0141677856445,0.0123661440408547,0.515135821182737,0.150103764563817,0.524231108369339,0.155631747698285,0.000143283524644008,0.0296750215572622,5.51269753521445,116.514625073029,-50.4134479166489,71.6138746915942,215.240700866157,-0.171777089877411,1.93990774396551,0.627230714355647,20.8501576947969,5.41883833327045,18.5742855752537,6.48220736310053,0.00940142593083871,0.439555494308975,4.34453852298176,59.5929309731634,-62.0997710218956,13.1193092034985,192.955083211263,-0.202180929183958,0.665054321289062,8.08319216052426,159.461281515143,-31.0764110230702,108.34272186056,238.678565673828,-0.141070874532064,3.34014701843262,0.00473803542493478,0.157499917514259,0.0409333398339804,0.140308216791991,0.0489659186248473,7.10173913453434e-05,0.00332035637859368,"SSP2-4.5 , 2090s"
"158","ssp245","NP_STPS","NP","STPS","2090s","10",17525,15.8118960329146,1835.71669108127,173.773250101483,2025.30183721567,614.504141350903,7.8831194672526,29.3966781810387,1.51102837496274,67.4075593376264,17.7108224652727,69.8588953066353,22.6674230421079,0.0172320750209407,2.84486687917905,13.7137509391982,1549.09275569686,101.585053221605,1699.85760697639,553.871946207682,7.82124629020691,19.1222591400146,21.7394198702791,1981.82154220474,195.623167640571,2173.44082377833,706.371146240234,7.91250143051147,32.9864501953125,0.0114141508137239,0.509189675729074,0.133785706478673,0.5277068120774,0.171227350490674,0.000130169298195523,0.0214898278165811,5.36830344714406,116.888172592704,-49.5077819943643,72.7486940454835,228.267131305959,-0.167688893821775,2.10864914502576,0.467845447276005,20.3681437485594,5.76409436115349,17.6904129675666,10.5979089212319,0.00700785139470908,0.527528575925598,4.17694052153099,61.9117223451028,-62.6550818852837,16.0894827138229,193.135618082682,-0.190699275334677,0.480535507202148,6.79294785474968,162.368588418604,-28.917519218503,112.203112272305,270.381262817383,-0.139633591969807,3.81073951721191,0.00353405573396601,0.153858834416261,0.0435413678742886,0.133631535260773,0.0800554991166417,5.2936578839128e-05,0.00398489586558044,"SSP2-4.5 , 2090s"
"159","ssp245","NP_STPS","NP","STPS","2090s","11",17525,15.7168930680779,1836.66730446206,171.895165458368,2024.27936298851,595.875691999284,7.89409652069458,28.374188311085,1.48764907620495,68.8720805073197,18.2455713712506,71.0028624153932,17.9495191702979,0.0164829420673133,3.3000644767088,13.4577994759682,1529.82966444972,99.3183358380383,1678.92435019529,542.765100097656,7.83977382977804,17.2762107849121,21.5508711968848,1987.12564795849,194.794893579968,2175.43349200973,676.287963867188,7.93301944732666,32.8125801086426,0.0112375460282928,0.520252515962755,0.13782514396472,0.536348220353816,0.135588796503348,0.000124510425963925,0.0249283430121527,5.35112016459599,116.547079440732,-49.719823363602,72.1783762417264,221.428316994163,-0.168050615639136,2.03391573459628,0.481592355390062,21.0752263571285,5.51946655748594,18.5361739321279,8.01340884966705,0.00699793848417502,0.475034695636397,4.2391572773229,58.1705834290794,-62.8322693748988,8.04457418149173,187.400654093425,-0.192480357487996,0.380754470825195,6.92098069756808,165.205795021905,-29.981205830068,114.761514672501,253.619828491211,-0.141046063105267,3.43726348876953,0.00363789844468951,0.159200062725205,0.0416934749488098,0.140020325413109,0.0605324550204986,5.28616977464142e-05,0.00358836256657255,"SSP2-4.5 , 2090s"
"160","ssp245","NP_STPS","NP","STPS","2090s","12",17525,15.7655511119593,1840.94569222389,168.853997147629,2025.56524048348,580.771664045642,7.90328764553614,27.2003392181643,1.53420473521659,69.2311086703353,18.9454176136726,70.9469809010453,17.4957031537322,0.0171862943535205,3.65278348701156,13.5742857650671,1536.98966849532,96.2422470509477,1685.84934932434,518.104483032227,7.85150208473206,15.3848266601562,21.5693307271539,1995.45902695942,192.667583605876,2176.54668845044,672.216630045573,7.95560526847839,32.5473785400391,0.0115892226228533,0.522964577276054,0.143111709518209,0.535926097220302,0.132160717626344,0.000129823475806648,0.0275927456436139,5.39705874216775,115.952177957503,-49.9109717778796,71.4382649217908,216.496594707432,-0.16923373883318,1.97518747150886,0.539645810144667,21.2363360486094,5.41678568126637,18.893369305015,6.88568599560586,0.00782062649865963,0.435707083087084,4.19762214896065,49.588149709087,-62.0950228218789,-2.28663514624304,183.029430135091,-0.195189189910888,0.593591690063477,7.49653600302153,159.602122088974,-30.6869864960169,110.232736991523,238.244745483399,-0.140448172887169,3.33165168762207,0.00407642818960121,0.160417068538323,0.0409178343147387,0.142718542020854,0.0520137541505332,5.90761972393188e-05,0.00329128588143576,"SSP2-4.5 , 2090s"
"161","ssp245","NP_STPS","NP","STPS","2090s","2",17525,16.0753314858142,1852.16922266347,164.143537017939,2032.38809116722,570.639856917994,7.90983472023478,25.7262909719521,1.73301613157488,67.3612921710892,20.7258706815074,68.1114374070319,24.0538952412843,0.0208025405564631,4.16540212661335,14.111883453674,1620.72134031345,91.4146835109941,1772.04892027026,493.491729736328,7.85034348169963,13.2378873825073,22.6894956851402,2026.11732011657,189.513052448047,2173.66153319892,677.687089029948,7.97528381347656,31.7028007507324,0.0130910231840615,0.508840178376589,0.156561066373288,0.514506697283263,0.181700616937987,0.000157140222615562,0.0314650134046247,5.59384831768372,116.752668644546,-50.4593794673325,71.8871374948974,215.137227080801,-0.172536127462763,1.89550248820707,0.694633169199718,20.8664941403568,5.39136274732045,18.4362567446155,6.42210063273237,0.010450732625277,0.464334964242676,4.32282076653034,60.1203889547862,-61.1994105924608,21.2770520601771,190.993780517578,-0.204428787231444,0.617879867553711,8.42953452267557,161.011455570384,-30.6050699447039,111.378174583054,240.631450398763,-0.140628592173256,3.23191261291504,0.00524718654185171,0.157623321320879,0.0407257921221537,0.139265561395406,0.0485118786500129,7.89437447207153e-05,0.00350753791111413,"SSP2-4.5 , 2090s"
"162","ssp245","NP_STPS","NP","STPS","2090s","3",17525,16.1782338049859,1855.21099132607,163.88988523457,2035.27911036563,574.528233902288,7.90759482289278,25.7354664422452,1.73491350072737,65.9138483414841,21.2083858796028,66.7843803536317,26.2028128080824,0.0221126816128046,4.31855127291333,14.1821998944631,1629.4892514102,90.0904050148491,1787.05433453717,499.965155029297,7.8356502532959,12.942024230957,22.7994567673109,2024.62248990331,189.483091764913,2172.81660814173,672.549770507812,7.9705605506897,31.76416015625,0.0131053557128311,0.497906338589554,0.160205935875564,0.504482246652877,0.197933316204338,0.000167036891567727,0.0326218860893644,5.64369086963052,117.312189832874,-50.5944733041828,72.3614073983213,216.635906504771,-0.172678786875713,1.85911812537336,0.719865527363875,20.501755771071,5.3981150740202,17.8725777284645,6.80422687875894,0.011228470193146,0.457551471353104,4.33880903535374,60.7068261621855,-62.6254494044838,26.6785509407739,190.146570841471,-0.205202379226684,0.449827194213867,8.45985331250994,162.379331182453,-30.5475151682656,111.179157969344,244.062135823568,-0.13454432487488,3.0882453918457,0.00543778914484961,0.154868125704727,0.0407767984940865,0.135007588873192,0.0513984204743099,8.48186932261489e-05,0.00345629611303253,"SSP2-4.5 , 2090s"
"163","ssp245","NP_STPS","NP","STPS","2090s","4",17525,16.2459888175705,1856.9538834413,164.93291934532,2038.1327916042,584.418599724575,7.90178909288475,26.2234674705604,1.65208299117971,63.9375155176636,21.0792226657129,65.2911316367477,27.2303557323883,0.0229598565344875,4.31846854936102,14.1103550879978,1607.85435657953,90.543432631956,1759.66375426897,509.440560913086,7.81349765459696,13.1648225784302,22.6851137360527,2009.62106058666,191.135157766815,2176.22202963769,698.315897216797,7.95365142822265,33.1173782348633,0.0124796626791196,0.482977326479006,0.159230250423621,0.49320240152268,0.20569526832909,0.00017343636260475,0.0326212612042745,5.66386045709872,118.631638172497,-50.763487761853,73.5320108677425,219.512773161146,-0.171601031978798,1.78571861355815,0.683186338352734,20.395328952377,5.48205335739407,17.6716157112912,8.63674178687397,0.0118999099704331,0.478358954259466,4.32125404067603,60.0268543021427,-65.1345148409445,28.5987059270346,191.470719401042,-0.207596435546876,0.251806259155273,8.36915144656213,166.774682772442,-31.5673378165371,114.280568696587,260.231098429362,-0.131341409683227,3.09736251831055,0.00516071837501143,0.154064188611733,0.0414108595357914,0.133489542746557,0.0652410470432108,8.98906793034967e-05,0.00361347366964397,"SSP2-4.5 , 2090s"
"164","ssp245","NP_STPS","NP","STPS","2090s","5",17525,16.3319895276225,1857.12123893626,166.750585205267,2040.20381366915,600.949799654884,7.89190707381704,27.1369563304192,1.67546485187954,62.9011326358901,21.0207959041343,64.1200743631106,24.9413064051326,0.0223190079941925,4.10209069181113,14.1077777371717,1586.44085126512,91.8365683624299,1738.68690200031,514.391035970052,7.81436818440755,14.4281997680664,23.0367254849991,2007.60107156561,191.945806946846,2177.98144983128,689.333881835938,7.95005578994751,33.6250534057617,0.0126562868171937,0.475148598237145,0.158788900757879,0.484356356965024,0.188404028353538,0.000168595459542381,0.0309867654265987,5.69154976467464,119.862116971691,-50.7813241236916,74.7723426126737,225.644217529229,-0.171108273773039,1.80046518551925,0.692088295148818,20.0351210209044,5.41922849203652,17.2825330882547,11.1653065809767,0.0121979672294884,0.486103154902691,4.37147539929865,64.2282536781829,-64.6901901912358,29.9951343508822,196.81200764974,-0.209580764770508,0.219743728637695,8.169496742354,163.915321191323,-33.0707928598342,112.746730082435,260.625302124023,-0.130141941706341,3.20330047607422,0.0052279628285845,0.151343215450505,0.0409362870526237,0.130550453175558,0.084341561884881,9.21421727647405e-05,0.00367197255393904,"SSP2-4.5 , 2090s"
"165","ssp245","NP_STPS","NP","STPS","2090s","6",17525,16.37765825841,1854.78383025254,169.010245610001,2040.17173412095,618.994885315376,7.88129759088917,28.2414770591425,1.76462654302722,63.0723799042479,20.5646575427538,63.8812652720995,24.4925760934518,0.0215523262030578,3.55664756533772,14.0670678006394,1583.08647793509,93.7953702031708,1736.45160500268,558.446562703451,7.8126439889272,17.2100696563721,23.2162250301553,1999.12014685512,194.934355108721,2177.81091014388,687.826616210937,7.92072857220968,33.3719787597656,0.0133298049366608,0.476442182249108,0.155343279130257,0.482552417988328,0.185014366361029,0.00016280402522179,0.0268665449138436,5.68536269835316,120.175111787624,-50.4988594625446,75.3616150234321,232.482857741274,-0.170590269335226,1.89769247584116,0.695965387244219,19.789871158368,5.51586971456892,16.8817966547752,14.3196922696262,0.0110539884385528,0.515595219666425,4.03452005896818,64.5617129380173,-63.792666848091,23.8871391959444,186.590880330404,-0.211013237635296,0.330940246582031,8.06740641912159,164.056255567871,-32.423866096455,112.730575851198,278.266367797852,-0.135034004847209,3.69578742980957,0.00525724997807081,0.149490623557183,0.0416663047723998,0.127523331935427,0.10816946251963,8.35006762423722e-05,0.00389475253649871,"SSP2-4.5 , 2090s"
"166","ssp245","NP_STPS","NP","STPS","2090s","7",17525,16.2934289375074,1850.02232683167,171.269520596318,2037.5852763655,628.873638304816,7.87563289228571,29.0967249706461,1.75865572296179,63.4913051233112,19.4540474555527,64.6841675350283,29.8219558400204,0.0220897576646457,2.96627982350099,13.9865307513008,1580.09132508558,96.7631849989105,1734.57754893782,569.648828125,7.79266119003296,18.3346748352051,23.0245403402253,1991.44888595731,196.035562874669,2176.80278693102,734.955498046875,7.90769023895264,33.1320457458496,0.0132847019843684,0.479606699679284,0.146953846317079,0.488617457976724,0.225271945357478,0.000166863726453248,0.0224069685402045,5.60713621275639,119.52449084692,-50.1489564208414,74.9826706388355,234.935800301402,-0.169059733832923,1.96042661867308,0.637154238742142,20.1041593549951,5.67691149734918,17.0999610907995,15.891544591923,0.00959320142291894,0.554267457211585,3.82355811136475,55.6429059487687,-63.3479251939965,10.2411849572977,181.241330973307,-0.2047678788503,0.444215774536133,7.56784131816911,161.945175860439,-31.4818382888376,112.079290978787,294.420343017578,-0.133372131983439,3.94089698791504,0.00481299669358331,0.151864723828704,0.0428827976102727,0.129171323340641,0.120043071090375,7.24660434191563e-05,0.00418687858717959,"SSP2-4.5 , 2090s"
"167","ssp245","NP_STPS","NP","STPS","2090s","8",17525,16.1284355320041,1843.30250393211,173.085691771224,2032.51663123534,631.061926103955,7.87410954861938,29.6614891918815,1.68370830512952,64.2405576404743,18.3071103961137,66.0444905732578,32.1656146858682,0.0217988212989319,2.60204913683936,13.9410204544764,1572.16948385422,99.7706034478561,1726.58260009536,572.616349283854,7.78754714330037,19.256031036377,22.588514026488,1983.28062663424,195.724664160116,2174.4486743023,753.609188232422,7.91017007827759,33.1237716674805,0.0127185570036312,0.485266475081366,0.138290003342847,0.498893196388398,0.242975699943215,0.000164666023477924,0.0196556079056668,5.50939442528704,118.464992809478,-49.7875642268152,74.1868230079499,235.036290899962,-0.168192142277837,2.04967140339503,0.568186045747221,20.4255415412468,5.82744990081102,17.4256850941414,16.0904597493539,0.00860099410443275,0.593789128424362,3.76900050157657,50.6426203717401,-62.9954338679183,6.24017964286077,180.497212727865,-0.197720909118653,0.544570922851562,7.18902683967956,162.214079383009,-29.8464887365302,113.268100212785,292.902713623047,-0.133248138427734,4.12659645080566,0.00429201815390932,0.154292411358272,0.0440199490157935,0.131631808503857,0.121545655451909,6.49710127768885e-05,0.00448542117122879,"SSP2-4.5 , 2090s"
"168","ssp245","NP_STPS","NP","STPS","2090s","9",17525,15.9685232710844,1838.04357656233,174.120056607629,2028.13215644104,627.69431658195,7.87569789146872,29.8638502718768,1.58776278199254,65.5387217221159,17.6840312838239,67.8971916625381,29.1634185843532,0.0196795814949285,2.55822467579505,13.829248476532,1558.15659780586,101.420380128451,1710.41267001865,560.223725382487,7.80326353708903,19.509204864502,22.0979578685881,1980.12753217431,195.742079566958,2173.63882543278,740.022308349609,7.90967063903809,33.1100883483887,0.0119937945245585,0.495072671215295,0.133583328687096,0.512888307265331,0.220297423583309,0.000148657506937699,0.0193245624958132,5.42831265737154,117.586005347029,-49.49283581593,73.5214821884704,233.416667580816,-0.1677738998174,2.11862973476456,0.505614549447889,20.4926381875301,5.87334852800907,17.5872139818448,14.1922432845457,0.00770321280156193,0.595197127543733,3.9655908799626,51.8400026421066,-63.0122191634562,4.46520049128708,186.770724487305,-0.190703058242798,0.446035385131836,6.9011600039101,159.312320419956,-28.997615607966,111.758486481576,288.048081054687,-0.136323213577269,4.25275421142578,0.00381935959419263,0.154799252429203,0.0443666624605323,0.132851980881537,0.107206726173398,5.81892664122897e-05,0.00449605704978698,"SSP2-4.5 , 2090s"
"169","ssp245","NP_STSS","NP","STSS","1850s","1",3381,9.36379493348423,1719.67766718773,206.362520104515,1935.40398222573,251.249492634972,8.20618817629111,15.4844420375447,1.16147995791597,62.7123729732225,25.385314915671,56.7334749783543,15.539410334396,0.0212022792269032,2.85387128017197,7.37449147022954,1563.7682965065,141.404929178884,1792.46160211673,200.50689239502,8.11832968393962,8.09155750274658,12.3667998921308,1842.38644938326,260.321395687635,2028.11436738314,314.569568888346,8.28783111572266,22.5981941223145,0.0199751079393911,1.07852607420205,0.436576113139136,0.975701111969903,0.267246452793725,0.000364636353156203,0.0490808183800684,-2.73393119856551,-76.3109131857103,30.5583071421054,-48.4865372421704,-77.2929875932095,0.0962429838428526,-0.438966673306388,0.45775956550177,8.43742005856833,2.71546431493146,6.10963899231972,6.59121938704234,0.00659196552247427,0.275210586640799,-3.91514222734282,-98.1664637718654,17.8442400163267,-65.4859142809864,-97.117179260254,0.0762805175781267,-1.67856597900391,-1.86405941942945,-39.2039299313055,36.8442889092699,-20.7998461786324,-59.6037771606445,0.120981922149658,0.751283645629883,0.00787253940015737,0.145106573084818,0.0467004982967125,0.105073443162356,0.113355652683508,0.000113368484705006,0.00473306589299823,"Historical , 1850s"
"170","ssp245","NP_STSS","NP","STSS","1850s","10",3381,8.87062845107788,1682.10438823428,227.177985421521,1918.15300210688,280.041808432555,8.16553983962966,21.1471594920664,0.943019456989357,49.0913330315928,27.1830349861451,44.45867820016,16.1833248032332,0.022284953775602,3.43691440528773,7.2425764866493,1535.85845650633,152.705380493848,1752.65359141,244.623352050781,8.06986001332601,13.9044322967529,11.9721246631569,1768.53309494519,275.214462241379,2012.65480419349,368.203281656901,8.22109994888306,28.6716613769531,0.0162180288294489,0.844271715160844,0.467493265181056,0.76459941459885,0.278320480314473,0.000383256167321826,0.0591079818090476,-2.62414157710556,-80.9358886969051,32.431086616203,-51.1289436578077,-87.9210023088975,0.0965495295671771,-0.552532360988314,0.38613344216379,7.92447760401263,2.42220776912112,5.8460907722719,7.7769991208439,0.0077130413334718,0.389117677291639,-3.9243502178669,-100.350959890823,18.5157537099556,-67.4053768312415,-111.130588378906,0.0707376670837405,-1.72711181640625,-1.84206866101746,-43.5902275952612,39.2426571338706,-25.6651649536748,-60.5529067993164,0.122826042175292,1.00520896911621,0.00664071483426176,0.136284999516876,0.0416570783766606,0.100540946405256,0.133748667658581,0.000132648722973686,0.00669203764735814,"Historical , 1850s"
"171","ssp245","NP_STSS","NP","STSS","1850s","11",3381,8.8837231965699,1690.69078469675,221.504460589358,1921.07896848268,264.051857329804,8.18716267213254,18.9855443735232,0.982689228536526,52.24384999079,26.884889630303,47.3779796336058,14.1813488839815,0.0209971376723665,3.31017636125077,7.23859731073473,1546.65063077981,147.81560867605,1771.38921361662,228.551298828125,8.10161371231079,12.4587821960449,12.1678063368881,1789.4979769762,271.717833911401,2012.67207163095,345.602449544271,8.23662017186483,26.0755519866943,0.016900268727938,0.898488635660887,0.462365767608682,0.81480549938169,0.243890540472147,0.000361108333006741,0.0569283435876459,-2.64152362448646,-80.1336983340517,32.044107771845,-50.7311141866931,-83.6849509526767,0.0977260960418132,-0.573525719124094,0.401469965890274,8.0764515459698,2.5218417725743,5.90168749696219,6.73227490442635,0.00681335603390375,0.359719232160658,-3.91145339649649,-98.1476686507394,18.799335202025,-66.5648535370326,-104.516996459961,0.0716992568969754,-1.76140022277832,-1.9546414005251,-43.3374573945432,38.7196154248616,-24.9057406613983,-60.0471715291341,0.122493667602537,0.926345825195312,0.00690447204743075,0.138898644181065,0.043370581876955,0.10149709770963,0.11578152251104,0.000117175954074082,0.00618644380500266,"Historical , 1850s"
